id,replay_file,game_version,map,game_type,duration,winner,players,timestamp
35,"/Users/tonyblum/Library/Application Support/CrossOver/Bottles/Steam/drive_c/users/crossover/Games/Age of Empires 2 DE/76561198065420384/SaveGame/old_replays/MP Replay v101.103.2359.0 @2025.03.03 204428 (1).aoe2record",Version.DE,"{""name"": ""African Clearing"", ""size"": ""Tiny""}","(0, 'Random Map')",226,Emaren,"[{""name"": ""Emaren"", ""civilization"": 16, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""yosoygroot117"", ""civilization"": 28, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}]","2025-03-03 20:44:28.000000"
36,"/Users/tonyblum/Library/Application Support/CrossOver/Bottles/Steam/drive_c/users/crossover/Games/Age of Empires 2 DE/76561198065420384/SaveGame/old_replays/MP Replay v101.103.2359.0 @2025.03.13 204552 (2).aoe2record",Version.DE,"{""name"": ""Arena"", ""size"": ""Tiny""}","(0, 'Random Map')",3487,ezzardjr,"[{""name"": ""ezzardjr"", ""civilization"": 7, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""Emaren"", ""civilization"": 16, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}]","2025-03-13 20:45:52.000000"
37,"/Users/tonyblum/Library/Application Support/CrossOver/Bottles/Steam/drive_c/users/crossover/Games/Age of Empires 2 DE/76561198065420384/SaveGame/old_replays/MP Replay v101.103.2359.0 @2025.02.28 213318 (2).aoe2record",Version.DE,"{""name"": ""Four Lakes"", ""size"": ""Tiny""}","(0, 'Random Map')",3552,Emaren,"[{""name"": ""jlp2646"", ""civilization"": 22, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""Emaren"", ""civilization"": 16, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}]","2025-02-28 21:33:18.000000"
38,"/Users/tonyblum/Library/Application Support/CrossOver/Bottles/Steam/drive_c/users/crossover/Games/Age of Empires 2 DE/76561198065420384/SaveGame/old_replays/MP Replay v101.103.2359.0 @2025.03.12 201511 (2).aoe2record",Version.DE,"{""name"": ""MegaRandom"", ""size"": ""Tiny""}","(0, 'Random Map')",1831,Emaren,"[{""name"": ""maagicbox"", ""civilization"": 8, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""Emaren"", ""civilization"": 16, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}]","2025-03-12 20:15:11.000000"
39,"/Users/tonyblum/Library/Application Support/CrossOver/Bottles/Steam/drive_c/users/crossover/Games/Age of Empires 2 DE/76561198065420384/SaveGame/old_replays/MP Replay v101.103.2359.0 @2025.02.25 125841 (2).aoe2record",Version.DE,"{""name"": ""MegaRandom"", ""size"": ""Tiny""}","(0, 'Random Map')",2908,cnewt7,"[{""name"": ""cnewt7"", ""civilization"": 38, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""Emaren"", ""civilization"": 16, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}]","2025-02-25 12:58:41.000000"
40,"/Users/tonyblum/Library/Application Support/CrossOver/Bottles/Steam/drive_c/users/crossover/Games/Age of Empires 2 DE/76561198065420384/SaveGame/MP Replay v101.103.2359.0 @2025.03.14 131852 (2).aoe2record",Version.DE,"{""name"": ""MegaRandom"", ""size"": ""Tiny""}","(0, 'Random Map')",3178,Emaren,"[{""name"": ""interect1ve"", ""civilization"": 8, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""Emaren"", ""civilization"": 16, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}]","2025-03-14 13:18:52.000000"
41,"/Users/tonyblum/Library/Application Support/CrossOver/Bottles/Steam/drive_c/users/crossover/Games/Age of Empires 2 DE/76561198065420384/SaveGame/MP Replay v101.103.2359.0 @2025.03.14 145427 (2).aoe2record",Version.DE,"{""name"": ""Arena"", ""size"": ""Tiny""}","(0, 'Random Map')",1632,viking1414,"[{""name"": ""viking1414"", ""civilization"": 2, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""Emaren"", ""civilization"": 16, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}]","2025-03-14 14:54:27.000000"
42,"/Users/tonyblum/Library/Application Support/CrossOver/Bottles/Steam/drive_c/users/crossover/Games/Age of Empires 2 DE/76561198065420384/SaveGame/MP Replay v101.103.2359.0 @2025.03.14 123152 (2).aoe2record",Version.DE,"{""name"": ""Continental"", ""size"": ""Tiny""}","(0, 'Random Map')",714,eduardozarate.iem,"[{""name"": ""eduardozarate.iem"", ""civilization"": 12, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""Emaren"", ""civilization"": 16, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}]","2025-03-14 12:31:52.000000"
43,"/Users/tonyblum/Library/Application Support/CrossOver/Bottles/Steam/drive_c/users/crossover/Games/Age of Empires 2 DE/76561198065420384/SaveGame/MP Replay v101.103.2359.0 @2025.03.15 020305 (2).aoe2record",Version.DE,"{""name"": ""Arena"", ""size"": ""Tiny""}","(0, 'Random Map')",950,Emaren,"[{""name"": ""Horoz"", ""civilization"": 17, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""Emaren"", ""civilization"": 16, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}]","2025-03-15 02:03:05.000000"
44,"/Users/tonyblum/Library/Application Support/CrossOver/Bottles/Steam/drive_c/users/crossover/Games/Age of Empires 2 DE/76561198065420384/SaveGame/MP Replay v101.103.2359.0 @2025.03.15 102442 (2).aoe2record",Version.DE,"{""name"": ""Arena"", ""size"": ""Tiny""}","(0, 'Random Map')",1858,Emaren,"[{""name"": ""FILWEB"", ""civilization"": 36, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""Emaren"", ""civilization"": 16, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}]","2025-03-15 10:24:42.000000"
45,"/Users/tonyblum/Library/Application Support/CrossOver/Bottles/Steam/drive_c/users/crossover/Games/Age of Empires 2 DE/76561198065420384/SaveGame/MP Replay v101.103.2359.0 @2025.03.15 173439 (2).aoe2record",Version.DE,"{""name"": ""Arabia"", ""size"": ""Tiny""}","(0, 'Random Map')",2232,Lpchelo,"[{""name"": ""Lpchelo"", ""civilization"": 2, ""winner"": true, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}, {""name"": ""Emaren"", ""civilization"": 16, ""winner"": false, ""military_score"": 0, ""economy_score"": 0, ""technology_score"": 0, ""society_score"": 0, ""units_killed"": 0, ""fastest_castle_age"": 0}]","2025-03-15 17:34:39.000000"
